Engine_Size,Mileage,Price,Age,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic
3.7,107030,12959,4,False,True,False,True,False
1.8,106111,9977,11,True,False,False,True,False
2.4,166039,8079,17,False,True,False,False,False
3.6,239207,8015,13,False,False,True,False,False
2.8,156582,7568,19,True,False,False,False,True
2.9,44446,12811,11,False,True,False,False,False
4.2,44358,14312,2,False,False,False,True,False
3.3,130966,10280,10,False,True,False,False,True
3.2,60721,11285,11,False,True,False,False,True
2.2,55505,8589,17,False,True,False,True,False
3.3,100102,10497,13,False,False,True,False,False
2.5,296835,6963,4,False,False,True,True,False
2.7,122151,7656,19,False,False,False,False,False
1.1,237773,2000,20,False,False,False,True,False
1.2,147992,7240,12,False,True,False,False,True
4.9,107186,12356,10,False,True,False,True,False
4.1,142965,11040,6,False,False,False,False,True
4.4,198986,8920,17,True,False,False,True,False
3.6,33673,10526,20,True,False,False,True,False
2.6,210969,7980,10,False,True,False,False,True
1.9,233275,8534,6,False,False,False,False,False
4.5,187138,15257,2,True,False,False,False,False
1.2,246762,7764,7,True,False,False,True,False
3.6,10828,14383,2,False,False,False,False,True
1.1,140753,4184,24,False,False,False,False,False
4.6,102606,6947,24,False,False,False,False,True
1.5,30953,4980,25,False,False,False,False,True
2.5,22296,9154,15,False,False,False,False,True
3.7,284414,6311,11,False,False,False,False,True
4.7,204160,13016,9,True,False,False,False,False
2.1,2556,8648,25,False,True,False,False,False
4.8,67091,14458,2,False,False,True,True,False
3.7,51997,13360,3,False,False,False,False,True
1.0,6390,8372,17,False,True,False,False,True
2.0,45081,9098,12,False,False,True,False,True
4.7,147790,12544,6,False,True,False,False,True
3.6,52344,15753,3,False,True,False,False,False
2.7,41577,9868,12,False,False,False,True,False
4.2,12478,14950,2,False,False,True,False,True
2.0,285470,2000,23,False,False,True,False,True
1.5,72356,7452,14,False,False,False,False,True
3.1,287,14794,3,False,True,False,False,True
1.6,225565,2388,21,False,False,True,False,True
2.0,259783,2704,19,False,False,True,False,True
2.2,122858,9142,14,True,False,False,False,True
1.3,116174,8476,12,False,False,True,False,False
4.7,71925,11961,13,False,True,False,True,False
2.3,193499,6830,14,False,True,False,True,False
2.5,77777,11444,7,False,True,False,False,True
2.8,27807,9543,21,True,False,False,True,False
3.8,257726,3745,25,False,True,False,True,False
3.7,168222,8335,12,False,False,True,False,True
1.6,92903,7841,20,False,True,False,False,False
3.8,147004,6259,24,False,True,False,True,False
4.2,163947,6021,25,False,True,False,True,False
2.8,17614,9947,22,False,True,False,False,False
2.4,22158,7856,19,False,False,True,False,True
1.2,122890,11342,5,False,True,False,False,False
2.8,22497,10050,13,False,False,True,True,False
2.8,101331,8473,13,False,False,True,True,False
1.4,286903,6061,4,False,False,True,True,False
2.6,148675,11226,5,False,False,True,False,False
3.1,64922,11501,13,True,False,False,False,True
2.7,218024,3339,22,False,False,True,False,True
1.4,52300,7754,14,False,False,True,True,False
2.4,194995,7100,10,False,False,False,True,False
2.1,28961,9120,25,True,False,False,False,False
1.1,197972,4240,20,False,False,False,False,False
3.8,148702,11525,3,False,False,False,False,True
3.6,210863,11782,9,True,False,False,False,False
3.0,9696,13206,4,False,False,False,True,False
3.5,7642,13147,6,False,False,False,True,False
2.4,269645,3007,22,False,True,False,False,True
2.6,166170,11976,8,True,False,False,False,False
4.5,226146,10577,15,True,False,False,False,False
4.1,195173,10696,12,False,True,False,False,False
3.6,53294,16134,5,True,False,False,False,False
3.8,224808,10203,9,True,False,False,False,True
1.7,281685,8066,7,False,True,False,False,False
1.2,68512,5929,25,True,False,False,False,True
3.5,52291,6854,24,False,False,False,False,True
3.3,196445,4971,25,False,False,True,False,False
3.5,167344,13453,6,True,False,False,False,False
3.5,198438,6631,15,False,False,True,True,False
2.8,229661,5306,15,False,False,True,True,False
2.4,297379,6752,16,True,False,False,False,False
2.3,278965,8620,4,False,False,False,False,False
1.1,275055,4398,16,True,False,False,False,True
1.8,221746,7665,16,True,False,False,False,False
4.2,11815,11863,24,True,False,False,False,False
1.9,128071,7338,12,False,False,True,True,False
2.6,262975,3940,20,False,True,False,False,True
1.3,140723,4585,25,True,False,False,False,True
2.3,123501,10229,9,False,False,False,False,False
3.9,27837,13943,10,True,False,False,True,False
4.7,147698,14146,9,True,False,False,False,False
4.9,52585,13648,11,False,False,True,False,False
1.4,96572,9868,4,False,False,False,True,False
1.7,147888,9142,9,False,False,True,False,False
3.9,110369,13492,6,True,False,False,True,False
2.9,272485,3150,23,False,True,False,False,True
2.7,209173,9516,2,False,False,True,True,False
4.9,118274,9634,20,False,False,True,False,False
2.2,1041,6279,25,False,False,True,True,False
3.2,122492,13250,2,False,False,False,False,False
1.0,210034,8899,5,True,False,False,True,False
3.1,293052,2538,21,False,False,True,False,True
4.2,259756,8704,18,True,False,False,False,False
3.1,115892,9082,16,False,False,False,False,False
3.6,218266,11034,11,True,False,False,False,False
1.2,39758,8104,13,False,False,False,False,True
4.5,250587,11588,10,True,False,False,False,False
1.2,44471,7910,25,True,False,False,False,False
4.9,166952,9260,13,False,False,True,False,True
2.2,10108,14597,5,False,True,False,False,False
3.7,15553,9788,24,True,False,False,True,False
2.3,15806,10383,14,False,True,False,False,True
3.1,237836,8743,4,False,False,True,False,True
4.4,38760,9824,18,False,False,True,False,True
2.5,235829,2483,23,False,False,False,True,False
3.6,112036,13359,2,False,True,False,True,False
1.2,179225,3515,19,False,False,False,False,True
5.0,184009,6419,25,False,True,False,False,True
3.0,109459,9810,12,False,True,False,False,True
1.7,259907,2601,25,True,False,False,False,True
4.0,172141,8657,20,False,True,False,False,False
2.1,263903,6921,10,False,False,False,False,False
1.3,120586,11588,3,True,False,False,True,False
3.7,40026,11499,10,False,False,True,True,False
2.6,202786,5344,16,False,False,False,False,True
3.7,215331,9893,7,False,True,False,False,True
4.4,281565,5868,20,False,False,True,False,False
2.1,89465,10510,8,False,True,False,False,True
2.7,281578,4768,13,False,False,True,False,True
4.1,275857,3582,22,False,False,False,True,False
3.7,107718,6545,22,False,False,False,True,False
4.9,133488,9430,18,False,True,False,True,False
3.2,206720,7865,16,True,False,False,True,False
4.8,173090,13838,2,False,False,False,False,False
4.9,52477,11950,15,False,True,False,False,True
1.4,4487,7810,17,False,False,True,True,False
4.0,58993,13220,9,False,False,False,False,False
1.3,252075,8158,4,False,False,True,False,False
3.6,193006,10339,15,True,False,False,False,False
4.3,76879,15662,4,False,True,False,False,False
1.8,225885,4482,23,False,True,False,False,False
2.3,117992,6840,24,False,True,False,False,False
1.5,75593,7188,23,False,True,False,False,False
2.9,245361,8392,4,False,False,False,True,False
3.3,136132,10977,9,False,False,True,False,False
1.7,112756,6844,19,False,False,True,False,False
4.4,19401,8111,25,False,False,True,True,False
2.3,120919,9381,12,False,False,False,False,False
2.3,248883,9722,4,True,False,False,False,True
3.9,38664,10026,19,False,True,False,False,True
1.7,264213,5015,15,False,False,False,False,False
4.6,235553,9188,16,False,True,False,False,False
2.0,93540,12329,3,False,False,True,False,False
3.6,277052,9358,6,False,False,True,False,False
3.3,8157,13836,3,False,False,True,True,False
1.2,112578,4648,23,False,True,False,True,False
2.7,42069,9258,19,False,False,True,False,False
3.4,285877,5282,20,True,False,False,False,True
3.9,61962,7060,24,False,False,True,False,True
2.7,11720,9565,15,False,False,False,False,True
1.8,122118,7057,13,False,False,False,False,True
3.4,160040,9299,15,True,False,False,True,False
4.9,127507,11849,12,False,False,True,False,False
1.5,181314,2873,22,False,False,True,False,True
4.2,298164,4136,19,False,False,False,False,True
4.7,42193,10456,20,False,True,False,False,True
4.4,26805,11563,13,False,False,True,True,False
1.7,48457,5830,25,False,True,False,False,True
4.1,98065,9338,18,False,True,False,True,False
3.9,120794,7784,21,False,True,False,True,False
3.2,54221,11915,6,False,False,False,True,False
1.5,283042,6039,8,False,True,False,False,True
2.6,1430,12871,16,True,False,False,False,False
1.5,1588,12068,15,True,False,False,False,False
3.4,45283,13194,3,False,False,False,True,False
2.8,111967,13560,7,True,False,False,False,False
2.1,281662,9166,3,True,False,False,True,False
4.7,20173,9896,20,False,False,True,False,True
1.7,239501,7309,9,False,False,True,False,False
4.3,84801,13503,9,True,False,False,True,False
4.6,188992,8920,15,False,True,False,False,True
2.0,199482,5010,22,True,False,False,True,False
2.8,38770,9124,15,False,False,True,False,True
2.6,130929,7581,20,True,False,False,True,False
3.6,159695,11506,5,False,True,False,False,True
2.4,99479,6510,25,True,False,False,False,True
4.1,253999,3720,23,False,False,True,False,True
3.0,287796,2000,25,False,False,True,True,False
4.7,148342,13433,3,False,True,False,True,False
1.0,256297,5274,14,True,False,False,False,True
1.4,194929,3101,20,False,False,False,True,False
2.3,46417,9071,18,False,False,False,False,False
1.8,242383,4352,19,False,False,False,False,False
1.1,178375,5032,17,False,True,False,False,True
2.4,71138,5377,24,False,False,True,True,False
1.9,270910,3381,19,False,True,False,False,True
2.4,123282,11634,3,False,True,False,True,False
2.7,93897,7522,23,True,False,False,False,True
2.9,196124,8177,8,False,False,False,True,False
4.1,226037,9079,7,False,False,False,False,True
3.5,163544,7029,21,False,False,False,False,False
1.5,164345,9713,7,True,False,False,True,False
4.2,9159,9716,23,False,True,False,True,False
4.4,276620,9267,9,False,False,True,False,False
4.0,150485,5390,24,False,False,False,True,False
4.2,91546,11969,15,False,True,False,False,False
3.0,288021,3839,20,False,True,False,True,False
3.5,187571,5348,20,False,False,False,True,False
2.7,32377,10952,9,False,False,True,False,True
2.1,65641,13487,3,True,False,False,True,False
2.6,129304,10613,10,True,False,False,True,False
1.8,201019,5579,16,False,True,False,True,False
1.3,228030,4739,12,False,False,True,True,False
4.1,276665,6666,20,False,True,False,False,False
2.8,282682,6646,7,False,False,True,False,True
3.6,195050,11199,12,True,False,False,False,False
1.6,68222,7135,19,False,True,False,True,False
1.2,146035,3579,21,False,False,True,True,False
2.9,25616,13587,8,True,False,False,True,False
4.0,224113,8217,13,False,True,False,True,False
1.4,205706,7485,13,False,True,False,False,False
3.2,76660,11666,12,True,False,False,False,True
1.7,241629,7067,8,False,True,False,True,False
3.9,272522,4549,25,True,False,False,True,False
2.0,32415,10851,12,False,False,False,False,False
2.5,127568,6548,20,False,True,False,False,True
3.6,264803,7303,17,False,True,False,False,False
1.9,88215,7835,13,False,False,False,True,False
3.8,205273,7694,17,False,False,True,False,False
4.1,96811,12763,15,True,False,False,False,False
3.2,191817,11163,11,True,False,False,False,False
4.9,142060,8658,20,False,True,False,False,True
4.9,239807,7803,13,False,False,False,False,True
3.0,71366,13872,6,False,True,False,False,False
4.0,28005,12039,15,False,False,True,False,False
3.6,162017,7459,15,False,False,True,False,True
4.0,289835,4403,23,False,False,False,False,False
1.8,173848,9523,8,True,False,False,False,True
5.0,278430,6031,20,False,True,False,True,False
2.1,56067,10078,15,True,False,False,True,False
4.6,28506,15529,7,True,False,False,True,False
3.6,97823,9143,17,False,True,False,True,False
2.5,62786,12044,6,False,True,False,True,False
4.4,132926,13341,5,False,False,False,False,False
2.1,90051,10598,11,True,False,False,True,False
4.7,61010,8479,22,False,False,True,False,True
4.1,44984,10900,13,False,False,False,True,False
1.6,176562,10068,2,False,True,False,False,True
3.0,258633,9627,6,True,False,False,True,False
4.1,268526,10129,4,False,True,False,False,True
4.8,68566,9028,20,False,False,True,False,True
3.8,293695,2626,23,False,False,False,False,True
2.1,291660,6166,9,False,True,False,False,True
4.7,98489,14830,10,True,False,False,False,False
1.5,78652,10226,11,True,False,False,True,False
4.0,284811,7803,12,False,False,True,False,False
4.3,23722,9525,23,False,True,False,False,True
3.4,73979,12220,11,True,False,False,True,False
2.5,223819,4523,17,False,False,False,False,True
1.9,2929,12041,13,False,True,False,False,False
1.3,114077,12518,2,False,True,False,False,False
4.8,62057,11758,18,True,False,False,True,False
3.3,26697,8466,23,False,True,False,True,False
3.8,252751,10144,4,False,True,False,False,True
3.7,195388,8992,8,False,False,False,True,False
2.9,78118,11537,13,False,True,False,False,False
1.7,199846,7503,6,False,False,False,False,True
3.3,96417,7071,23,False,True,False,True,False
4.0,164121,6017,21,False,False,False,True,False
3.6,171445,8171,12,False,False,False,False,True
1.1,98492,4430,21,False,False,False,False,True
4.6,101116,9377,16,False,False,True,True,False
3.2,110800,11284,11,True,False,False,False,True
2.0,165528,7289,10,False,False,True,True,False
2.2,243388,2032,23,False,False,True,False,True
4.5,47808,11443,19,True,False,False,False,True
2.2,161964,8360,14,True,False,False,True,False
1.9,146859,7462,22,True,False,False,False,False
3.2,33266,10134,20,True,False,False,False,True
3.1,154466,7110,15,False,False,False,False,True
2.9,60182,13796,10,True,False,False,False,False
1.4,279437,8311,2,False,False,True,False,False
1.6,247383,4752,15,False,True,False,True,False
3.3,210820,9283,8,False,True,False,False,True
2.7,57372,8352,16,False,False,False,False,True
2.6,138479,5130,21,False,False,True,False,True
1.9,104826,5103,21,False,False,True,False,True
4.1,90777,8384,25,True,False,False,False,True
5.0,92371,11952,16,True,False,False,False,True
1.7,56182,5976,24,False,True,False,True,False
2.9,967,9080,18,False,False,False,False,True
4.3,272171,8356,7,False,False,True,True,False
2.6,171343,6273,15,False,False,True,False,True
3.4,142209,12055,12,True,False,False,False,False
4.2,89968,11100,18,False,True,False,False,False
1.7,213893,5822,19,False,True,False,False,False
1.7,105588,5888,21,False,True,False,False,True
3.6,241870,7262,17,True,False,False,True,False
3.8,211493,6970,19,False,False,False,False,False
3.3,132770,10344,13,True,False,False,False,True
2.8,216048,9179,3,False,False,False,False,True
4.4,231708,11165,4,False,True,False,True,False
3.9,9279,17614,4,True,False,False,False,False
1.5,229041,4619,18,False,False,True,False,False
1.1,7027,9359,14,False,True,False,True,False
3.5,186677,12766,2,True,False,False,True,False
2.5,74456,12910,4,False,False,True,False,False
2.2,247124,7357,5,False,False,False,True,False
2.0,290151,3596,14,False,False,False,True,False
4.4,37216,9955,21,False,True,False,True,False
1.9,19148,9817,11,False,False,False,False,True
2.5,257625,7647,16,True,False,False,False,False
2.3,99250,7715,19,False,False,False,False,False
4.2,172709,10745,12,True,False,False,False,True
3.6,8331,13233,6,False,False,False,True,False
3.1,129153,10816,16,True,False,False,False,False
2.0,214831,8703,7,False,False,False,False,False
2.5,123274,9234,13,False,False,False,False,False
1.5,224051,10018,2,True,False,False,False,True
4.2,125760,12684,7,False,False,False,False,False
1.2,100150,8497,11,False,True,False,True,False
2.0,194008,7619,7,False,False,True,False,True
3.0,281470,3270,19,False,False,False,False,True
3.3,215374,11592,5,False,True,False,False,False
4.5,227466,10350,4,False,False,True,True,False
1.8,186063,4378,21,False,True,False,True,False
3.2,14781,8804,19,False,False,True,True,False
2.3,110813,9283,13,False,False,False,False,False
3.7,261395,4172,23,False,True,False,True,False
1.6,161695,5966,25,True,False,False,False,False
3.2,71841,7763,22,False,True,False,False,True
2.1,277789,3644,15,False,False,False,True,False
1.9,43020,10239,8,False,False,False,False,True
2.8,214526,3609,25,False,True,False,False,True
3.4,113216,11735,15,True,False,False,False,False
1.2,38717,4825,24,False,False,False,False,True
4.1,102940,10941,14,False,False,False,False,False
2.7,222326,10753,2,False,False,True,False,False
1.6,102470,8450,9,False,False,True,True,False
2.8,185144,7797,13,False,True,False,False,True
2.7,16475,15070,3,True,False,False,False,True
2.0,173116,3537,22,False,False,False,False,True
4.6,134954,6600,23,False,False,False,False,True
2.9,135918,6981,16,False,False,False,False,True
3.1,53753,11824,6,False,False,True,True,False
1.8,160396,5092,17,False,False,True,False,True
4.3,160083,12698,5,False,False,True,False,False
1.3,219995,2300,24,False,True,False,False,True
3.5,159933,8001,13,False,False,True,False,True
2.2,121281,7474,13,False,False,True,True,False
4.5,252749,10345,14,True,False,False,False,False
1.3,71617,10267,4,False,False,False,False,True
4.9,286774,6564,19,False,False,False,False,False
1.3,279642,5907,8,False,True,False,True,False
4.3,102606,9347,20,False,False,False,False,False
1.5,14038,9219,17,False,False,True,False,False
4.6,18806,15623,9,False,True,False,False,False
2.9,264222,7015,14,True,False,False,True,False
3.3,102527,7449,23,False,False,False,False,False
2.2,34981,11600,5,False,False,False,True,False
3.3,186734,10665,5,False,True,False,True,False
4.0,202288,9754,6,False,False,False,False,True
2.3,220489,6490,15,False,False,False,False,False
1.5,260266,2794,22,False,False,True,False,False
1.4,29660,11506,3,False,False,True,True,False
4.0,116379,11072,14,True,False,False,True,False
3.5,205397,6492,20,False,False,True,False,False
3.5,231256,4474,25,False,False,False,False,False
3.7,99505,14709,7,True,False,False,False,False
3.2,165340,9893,12,True,False,False,True,False
2.7,14465,10410,12,False,False,False,True,False
2.2,120083,10498,8,False,False,False,False,False
3.0,13013,14039,6,False,False,False,False,False
2.7,31036,13879,6,True,False,False,False,True
1.7,235326,6393,19,True,False,False,False,False
1.4,13593,12028,9,True,False,False,False,True
3.1,16100,7478,23,False,False,True,True,False
3.0,113665,11526,11,False,True,False,False,False
4.8,265363,9992,7,False,True,False,True,False
4.8,34738,16105,2,False,True,False,False,True
2.9,79866,8402,20,False,False,True,False,False
2.9,198686,5826,24,False,True,False,False,False
4.7,198468,9030,11,False,False,False,False,True
1.4,218843,4523,17,False,True,False,True,False
5.0,284939,10001,3,False,False,False,False,True
2.0,116231,8875,8,False,False,False,True,False
3.6,146344,11473,6,False,True,False,True,False
3.9,172561,8248,21,False,True,False,False,False
4.1,92854,14742,2,False,False,True,False,False
1.3,106291,9274,5,False,False,True,True,False
1.2,304,13193,2,False,True,False,True,False
1.2,195613,6487,8,False,False,True,False,True
2.2,274038,6819,5,False,False,True,False,True
3.7,53763,14024,9,False,True,False,False,False
1.8,6251,11874,8,False,True,False,False,True
4.1,159652,11306,9,False,False,True,False,False
3.8,99792,9704,24,True,False,False,False,False
1.5,267269,9054,4,False,True,False,False,False
4.9,197564,13148,3,False,False,False,False,False
4.5,87606,16047,6,True,False,False,False,False
3.7,78088,10738,15,False,False,False,False,False
4.0,52222,10855,24,True,False,False,False,False
4.4,234162,10216,7,False,True,False,False,True
4.6,26038,12379,11,False,False,False,False,True
1.8,106052,9478,11,False,False,True,False,False
4.5,102085,9558,15,False,False,False,False,True
3.9,86694,7866,23,False,True,False,False,True
3.1,282531,3449,22,False,True,False,True,False
2.6,137574,8248,14,False,True,False,True,False
4.6,231983,5860,24,False,False,False,False,False
1.1,117375,10752,7,False,True,False,False,False
2.9,213587,6828,18,True,False,False,False,True
1.5,103231,11835,4,True,False,False,True,False
1.9,218047,3939,24,True,False,False,False,True
1.7,187222,3655,23,False,True,False,False,True
1.1,100340,6793,13,False,False,False,False,True
2.3,18215,9735,16,False,True,False,True,False
2.3,208278,10534,4,True,False,False,True,False
1.1,207337,8653,3,False,True,False,False,True
3.0,112614,8747,12,False,False,False,False,True
1.8,111359,9072,7,False,False,False,True,False
2.1,297401,2000,21,False,False,True,True,False
3.4,84322,12713,2,False,False,True,False,True
3.2,38164,11736,11,False,True,False,False,True
4.3,226105,9377,10,False,True,False,True,False
3.7,257344,2653,25,False,False,False,True,False
3.8,253374,10932,3,False,False,True,False,False
3.0,123858,10422,9,False,True,False,True,False
2.9,78884,8722,14,False,False,True,False,True
3.8,296839,5863,12,False,False,True,False,True
2.2,227535,7149,7,False,False,False,False,True
1.2,257760,2000,20,False,False,False,True,False
3.1,220492,7090,14,False,True,False,False,True
2.7,268765,7424,10,False,False,True,False,False
2.9,83120,11337,5,False,False,False,False,True
4.3,118688,9726,16,False,True,False,False,True
1.5,189411,5911,18,True,False,False,True,False
4.8,116717,8665,18,False,False,False,False,True
2.3,135617,9887,16,True,False,False,False,False
2.8,53161,8936,18,False,True,False,True,False
3.6,239176,7316,17,True,False,False,False,True
4.5,62867,13942,3,False,False,True,True,False
3.2,77921,9341,13,False,False,True,True,False
2.8,238049,5839,16,False,True,False,True,False
1.4,254854,8302,2,False,True,False,False,True
3.4,22501,13449,7,False,True,False,False,True
3.5,37472,9050,21,False,True,False,True,False
1.7,89383,11612,3,False,True,False,True,False
1.4,66280,11674,5,False,False,True,False,False
2.8,267121,9957,2,False,False,True,False,False
1.8,127873,7742,17,True,False,False,False,True
4.6,167921,12441,8,True,False,False,True,False
3.8,169379,9812,14,True,False,False,False,True
3.1,16843,8763,22,False,True,False,True,False
4.0,51730,12365,14,True,False,False,True,False
2.0,64628,10107,14,True,False,False,False,True
1.4,109489,5910,23,True,False,False,True,False
3.1,86624,11267,14,False,True,False,False,False
3.7,123723,11725,7,False,True,False,False,True
3.7,81114,8277,23,False,False,True,False,False
1.1,79509,7309,16,False,True,False,True,False
2.8,156076,12378,8,True,False,False,False,False
2.6,233807,11223,6,True,False,False,False,False
1.3,57090,6158,22,False,True,False,False,True
4.6,127442,9351,21,True,False,False,False,True
2.5,199386,8212,13,True,False,False,True,False
3.3,6795,10064,19,False,True,False,False,True
2.7,132276,11054,2,False,False,False,True,False
3.7,85241,12995,2,False,False,True,True,False
3.7,200342,6493,16,False,False,True,False,True
3.2,114714,9205,11,False,False,False,True,False
2.5,51676,8966,17,False,True,False,True,False
1.7,251096,4078,19,False,False,True,False,False
3.2,158620,10427,4,False,False,True,False,True
3.9,233455,7130,24,True,False,False,False,False
1.0,134631,2707,24,False,False,True,True,False
5.0,71203,13875,16,True,False,False,False,False
4.8,28722,9525,21,False,False,True,True,False
2.0,18550,6629,22,False,False,True,True,False
4.3,288628,9127,10,True,False,False,True,False
2.4,114596,9008,9,False,False,False,True,False
1.1,64919,8101,11,False,False,False,False,True
1.3,299278,7714,4,True,False,False,True,False
2.2,290992,4680,11,False,False,False,True,False
2.5,180036,6599,13,False,False,False,True,False
4.6,41118,13877,5,False,False,False,False,True
4.0,54066,16818,4,True,False,False,False,False
1.9,73734,11225,6,False,True,False,True,False
3.8,127573,9148,19,True,False,False,True,False
1.6,148261,6634,12,False,False,False,False,True
3.5,233009,7439,10,False,False,False,True,False
1.5,121184,8576,12,False,False,False,False,False
2.7,61883,9262,16,False,True,False,False,True
4.0,154965,13300,9,True,False,False,False,False
2.8,219004,7619,8,False,False,False,True,False
4.7,164933,11101,18,True,False,False,False,False
4.1,241387,8372,20,True,False,False,False,False
2.6,137670,13146,6,True,False,False,False,False
3.4,209898,6302,20,False,False,False,False,False
1.6,150105,8297,18,True,False,False,False,False
4.3,30752,15084,4,False,True,False,True,False
3.9,113261,14034,4,True,False,False,False,True
2.9,155808,7883,15,False,True,False,False,True
4.4,201385,10472,10,False,False,True,False,False
1.2,63487,8830,9,False,False,False,True,False
3.3,261109,3777,23,False,True,False,True,False
1.6,127049,13259,3,True,False,False,False,False
3.3,61108,9177,15,False,False,True,False,True
1.5,148701,7725,8,False,False,False,True,False
4.2,207548,9149,20,True,False,False,False,False
4.9,119582,8908,24,True,False,False,False,True
3.8,56311,12173,12,False,False,True,False,False
3.3,283338,3933,21,False,True,False,False,True
4.7,271844,7263,17,False,False,False,False,False
4.3,165795,13484,2,False,False,False,False,False
3.5,201139,5077,20,False,False,True,True,False
1.2,204143,7017,9,False,True,False,True,False
3.8,113350,11633,5,False,False,True,False,True
1.9,206500,8170,4,False,False,False,False,True
2.0,150216,7195,18,True,False,False,True,False
3.7,176155,6976,21,False,False,True,False,False
4.3,236982,8760,8,False,False,False,True,False
4.2,45407,12091,16,True,False,False,False,True
2.9,225565,6388,17,False,False,False,False,False
1.7,284531,4609,10,False,False,True,False,True
4.4,152585,15248,4,True,False,False,False,False
2.6,47486,9950,11,False,False,True,True,False
1.3,149585,5808,17,False,True,False,False,True
3.6,242141,6757,12,False,False,True,False,True
4.9,139869,7102,22,False,False,False,True,False
3.2,223473,7330,15,False,False,False,False,False
4.8,239684,5006,22,False,False,True,False,True
3.8,86371,9472,14,False,False,True,True,False
4.0,103194,7536,25,False,False,True,False,False
2.3,27978,10540,21,True,False,False,False,False
4.3,224283,10314,12,False,True,False,False,False
2.9,44108,13117,5,False,True,False,False,True
3.6,9631,12407,17,False,True,False,False,False
2.4,101498,8670,11,False,False,False,True,False
2.9,92826,9243,23,True,False,False,False,False
2.5,245286,7994,4,False,False,False,True,False
1.9,8802,9123,19,False,False,False,False,False
3.9,226177,5776,24,True,False,False,True,False
1.8,75133,10097,6,False,False,False,True,False
3.3,177430,6851,15,False,False,False,False,True
4.1,227114,5457,19,False,False,True,False,True
2.6,141331,11973,3,False,False,False,False,False
2.5,108743,9525,8,False,False,False,False,True
3.5,256586,4768,24,True,False,False,True,False
1.1,226357,5772,13,False,False,True,False,False
4.0,98066,9738,13,False,False,True,True,False
3.6,240574,6488,13,False,False,True,False,True
1.7,220846,5183,24,True,False,False,False,False
2.9,243608,5127,15,False,False,True,True,False
4.1,185108,6997,25,False,True,False,False,False
4.0,12765,10044,21,False,True,False,True,False
2.1,208405,7831,14,False,True,False,False,False
3.3,155647,4887,23,False,False,False,True,False
3.0,85112,8897,20,True,False,False,True,False
1.3,234062,8418,11,True,False,False,False,False
2.5,62339,8953,13,False,False,False,True,False
3.9,58298,12134,14,True,False,False,True,False
2.1,291534,2000,25,False,False,True,False,True
2.5,283885,4522,18,False,False,False,False,False
2.7,5159,11296,13,False,True,False,False,True
4.6,163088,8938,25,True,False,False,False,False
1.6,55540,10089,10,False,True,False,True,False
4.5,17331,15653,12,True,False,False,False,False
3.5,116025,12679,7,True,False,False,True,False
4.5,131788,8064,18,False,False,False,False,True
2.9,243560,10728,3,True,False,False,False,True
4.9,240603,7487,14,False,False,True,False,True
4.8,8116,10637,22,False,True,False,False,True
1.6,62028,10159,11,False,False,False,False,False
2.6,96060,7178,22,False,False,False,False,False
3.3,89393,14512,7,True,False,False,False,False
2.1,53707,15525,2,True,False,False,False,False
2.4,222315,6653,13,False,True,False,False,True
3.5,279308,7113,8,False,False,False,False,True
2.5,150292,4494,22,False,False,False,True,False
4.9,49981,9300,24,False,True,False,False,True
3.9,250312,6193,21,True,False,False,True,False
1.9,202579,2948,25,False,True,False,False,True
3.8,247278,7054,18,True,False,False,False,True
4.9,202557,7648,16,False,False,False,True,False
4.2,287097,3458,22,False,False,True,False,True
2.1,126818,12763,3,False,True,False,False,False
2.5,91875,9762,15,True,False,False,False,True
4.2,287799,3444,22,False,False,True,True,False
2.0,223153,8536,7,False,False,True,False,False
4.2,211736,10365,4,False,False,False,False,True
4.0,200943,4681,23,False,False,False,True,False
4.4,243432,5731,23,False,False,False,False,False
1.8,272957,7240,14,True,False,False,False,False
1.9,211073,4778,20,False,False,True,False,False
4.9,17044,13259,13,False,True,False,False,True
1.6,56708,6165,23,False,True,False,True,False
2.9,110514,14589,4,True,False,False,False,False
1.8,23434,9031,13,False,False,False,False,True
2.4,282266,7954,8,True,False,False,True,False
3.5,271806,9563,12,True,False,False,False,False
4.4,274125,3617,23,False,False,False,False,True
1.8,240751,3684,23,True,False,False,False,True
1.2,175499,8590,9,True,False,False,True,False
2.9,2954,9340,17,False,False,True,True,False
4.8,278471,11130,4,False,False,True,False,False
1.9,230974,2880,20,False,False,False,True,False
3.9,185188,11196,2,False,False,True,True,False
4.2,56454,12170,15,True,False,False,False,True
3.2,6708,8965,24,False,False,True,False,False
2.9,127902,9041,13,False,True,False,False,True
1.1,128818,8223,13,True,False,False,True,False
4.5,212450,13251,2,True,False,False,True,False
3.6,140900,12282,7,True,False,False,False,True
3.8,64330,9713,23,False,True,False,False,False
2.4,273754,8824,4,False,False,True,False,False
1.2,257244,9355,6,True,False,False,False,False
1.6,150118,4797,23,False,False,True,False,False
3.2,13236,12835,14,False,True,False,False,False
4.2,205173,7696,20,True,False,False,True,False
3.1,187947,9141,6,False,False,True,False,True
5.0,8006,11539,23,True,False,False,True,False
3.5,215054,7298,15,False,True,False,False,True
1.8,100330,8393,10,False,False,False,False,True
3.5,175501,11489,12,True,False,False,False,False
2.9,141489,6870,21,False,False,True,False,False
4.1,258551,6728,21,False,True,False,False,False
