Year,Engine_Size,Mileage,Fuel_Type,Transmission,Price
2010,3.0,109329,Electric,Automatic,11413
2003,3.9,102299,Petrol,Manual,6854
2007,4.3,147539,Diesel,Automatic,9049
2008,2.6,220336,Petrol,Semi-Automatic,4693
2023,1.9,206886,Diesel,Automatic,10262
2011,1.1,69570,Diesel,Automatic,8608
2022,4.2,151184,Hybrid,Semi-Automatic,12876
2012,3.3,158791,Petrol,Semi-Automatic,7824
2017,3.3,111531,Electric,Automatic,13769
2010,1.3,3075,Electric,Manual,10338
2008,2.5,48695,Diesel,Automatic,9526
2008,1.7,199728,Petrol,Semi-Automatic,4205
2020,3.6,136688,Diesel,Semi-Automatic,10966
2017,2.1,136340,Diesel,Manual,8573
2008,2.7,135623,Petrol,Semi-Automatic,6487
2015,1.6,43454,Petrol,Automatic,10830
2009,4.8,81481,Petrol,Semi-Automatic,9970
2018,1.1,15005,Hybrid,Automatic,12799
2022,3.2,27425,Diesel,Automatic,14851
2012,4.6,159593,Diesel,Semi-Automatic,9108
2018,1.2,23090,Electric,Automatic,13738
2003,3.1,21203,Electric,Manual,9675
2005,3.8,7995,Hybrid,Automatic,11740
2004,3.3,50875,Hybrid,Semi-Automatic,8582
2002,1.8,293718,Electric,Semi-Automatic,2625
2023,2.2,62511,Electric,Semi-Automatic,13949
2020,3.9,175761,Electric,Automatic,13984
2019,3.9,167618,Hybrid,Semi-Automatic,11347
2012,1.6,289368,Petrol,Manual,3512
2022,4.0,159928,Petrol,Semi-Automatic,11501
2019,3.9,100659,Diesel,Manual,11686
2013,3.1,203588,Diesel,Manual,7028
2009,2.6,70133,Petrol,Semi-Automatic,7997
2006,2.3,55654,Petrol,Manual,7086
2022,4.1,253516,Electric,Automatic,13229
2000,4.1,269426,Diesel,Manual,2811
2011,4.7,193401,Petrol,Manual,8231
2023,3.6,45801,Petrol,Automatic,15183
2005,2.7,221258,Electric,Manual,5874
2023,1.6,112349,Diesel,Manual,10353
2001,3.6,183666,Petrol,Automatic,5826
2012,4.5,187400,Diesel,Manual,8452
2016,3.0,16505,Petrol,Automatic,13069
2008,3.7,271404,Hybrid,Semi-Automatic,5771
2007,2.5,80739,Electric,Automatic,10585
2005,2.9,187906,Electric,Automatic,8241
2001,3.0,190816,Petrol,Automatic,5083
2002,3.3,244633,Petrol,Automatic,4607
2015,3.7,18846,Diesel,Semi-Automatic,11923
2018,2.7,297818,Hybrid,Manual,7243
2008,2.6,31085,Diesel,Semi-Automatic,8478
2016,3.8,40584,Electric,Semi-Automatic,13888
2022,2.0,252579,Electric,Manual,9648
2002,2.5,137131,Diesel,Automatic,5957
2020,2.2,181518,Diesel,Semi-Automatic,8669
2003,2.3,198662,Hybrid,Manual,4326
2007,3.8,270796,Petrol,Semi-Automatic,4584
2008,4.6,202468,Diesel,Semi-Automatic,7050
2002,2.0,159764,Petrol,Automatic,5004
2002,3.1,244188,Petrol,Manual,2916
2013,2.5,115976,Diesel,Manual,8180
2023,2.7,42252,Diesel,Automatic,14354
2016,4.8,36943,Electric,Automatic,16461
2013,2.4,176391,Electric,Semi-Automatic,8872
2013,1.4,253282,Petrol,Manual,4334
2004,3.8,189775,Electric,Manual,7304
2021,5.0,164237,Petrol,Automatic,13615
2004,3.4,299626,Diesel,Manual,2707
2009,1.6,200905,Hybrid,Manual,5381
2004,4.3,217759,Diesel,Semi-Automatic,5244
2013,2.3,216833,Petrol,Semi-Automatic,5963
2010,4.7,47121,Electric,Automatic,14357
2013,1.8,37903,Hybrid,Automatic,11541
2015,4.2,238931,Diesel,Semi-Automatic,8021
2022,3.6,538,Electric,Manual,16289
2006,4.6,93440,Electric,Automatic,12131
2023,4.4,195913,Electric,Manual,13481
2017,3.5,251153,Hybrid,Manual,8676
2014,3.8,163258,Diesel,Automatic,10334
2006,4.0,265454,Hybrid,Manual,5590
2017,3.2,204302,Petrol,Manual,8313
2005,3.6,78941,Petrol,Manual,7621
2005,3.2,253434,Electric,Semi-Automatic,5731
2018,3.9,60938,Hybrid,Automatic,14681
2021,4.3,86892,Hybrid,Semi-Automatic,13962
2002,1.5,155050,Hybrid,Manual,4099
2012,1.3,18611,Petrol,Automatic,10127
2017,4.2,59104,Diesel,Automatic,13717
2002,4.3,162723,Petrol,Manual,5745
2021,3.0,132255,Electric,Semi-Automatic,12754
2001,1.6,170043,Electric,Manual,4599
2017,2.9,157795,Hybrid,Automatic,11444
2013,2.5,116315,Petrol,Manual,8173
2008,4.7,226596,Petrol,Automatic,8168
2012,3.3,164117,Hybrid,Automatic,10217
2019,4.7,254760,Hybrid,Semi-Automatic,10404
2022,4.1,61422,Petrol,Semi-Automatic,13571
2017,2.9,299218,Electric,Automatic,9615
2004,1.2,13525,Petrol,Semi-Automatic,6229
2011,3.2,183636,Electric,Semi-Automatic,8927
2020,3.6,86259,Electric,Manual,13974
2013,2.0,228406,Electric,Semi-Automatic,7431
2021,1.3,169843,Diesel,Semi-Automatic,8303
2022,3.2,261305,Hybrid,Automatic,11173
2005,2.9,69400,Hybrid,Automatic,9612
2016,1.2,79084,Electric,Manual,10518
2005,4.0,243799,Electric,Semi-Automatic,6724
2005,1.8,116675,Petrol,Manual,5066
2012,2.1,162395,Electric,Automatic,10052
2022,4.5,156806,Electric,Semi-Automatic,14063
2021,1.4,64978,Petrol,Automatic,12000
2003,1.4,5400,Electric,Semi-Automatic,8292
2014,2.9,132962,Electric,Automatic,12040
2007,4.9,177012,Hybrid,Manual,8559
2015,3.0,85063,Electric,Semi-Automatic,11898
2011,2.9,137771,Petrol,Automatic,9044
2021,2.4,36857,Petrol,Manual,12062
2016,2.8,74133,Diesel,Automatic,11717
2000,2.6,93376,Hybrid,Automatic,7332
2014,2.5,206868,Diesel,Semi-Automatic,6662
2005,3.4,212699,Petrol,Manual,4746
2002,2.3,273206,Electric,Semi-Automatic,3535
2009,3.9,75927,Electric,Automatic,12681
2014,1.4,103373,Diesel,Semi-Automatic,7632
2000,4.8,298742,Diesel,Automatic,4425
2009,1.6,25764,Hybrid,Semi-Automatic,8884
2011,2.7,21260,Electric,Manual,11674
2009,1.1,57983,Hybrid,Automatic,9240
2023,2.0,37328,Electric,Semi-Automatic,14253
2016,3.7,240983,Petrol,Automatic,9280
2009,3.3,74667,Petrol,Manual,8606
2014,1.5,1470,Petrol,Manual,9770
2020,4.5,287416,Electric,Automatic,12351
2008,3.6,258326,Diesel,Manual,4933
2001,3.8,13886,Hybrid,Manual,8922
2007,3.8,252617,Petrol,Manual,4947
2004,2.7,33338,Petrol,Manual,7333
2004,1.2,178018,Electric,Manual,4939
2004,3.5,284771,Electric,Semi-Automatic,5104
2011,3.3,124745,Petrol,Manual,8205
2012,1.1,89483,Petrol,Semi-Automatic,7010
2015,2.5,292957,Diesel,Semi-Automatic,5240
2006,3.9,177274,Electric,Manual,8254
2000,3.3,104614,Diesel,Automatic,6807
2018,4.4,291085,Electric,Automatic,11578
2008,1.1,248569,Petrol,Semi-Automatic,2628
2010,4.7,44277,Hybrid,Semi-Automatic,11914
2007,2.2,34949,Petrol,Semi-Automatic,7701
2018,1.2,16602,Electric,Semi-Automatic,12367
2005,2.2,63288,Hybrid,Manual,7534
2001,3.7,69261,Hybrid,Manual,7714
2019,1.8,107742,Petrol,Semi-Automatic,9445
2005,1.1,171245,Petrol,Semi-Automatic,3275
2019,4.1,192186,Petrol,Semi-Automatic,10056
2001,1.5,155289,Diesel,Automatic,4294
2020,3.4,286798,Diesel,Semi-Automatic,7764
2021,2.9,74814,Hybrid,Semi-Automatic,12803
2004,1.5,283114,Hybrid,Semi-Automatic,2137
2011,2.4,12182,Hybrid,Automatic,12056
2003,2.2,1097,Hybrid,Semi-Automatic,8178
2020,4.1,58741,Hybrid,Semi-Automatic,14025
2021,1.2,57806,Diesel,Automatic,11943
2017,2.9,8920,Electric,Manual,13921
2000,2.7,267764,Diesel,Semi-Automatic,2000
2012,4.0,124372,Diesel,Automatic,10712
2016,1.0,56441,Diesel,Semi-Automatic,8771
2007,4.6,62688,Electric,Semi-Automatic,11546
2006,4.6,108869,Petrol,Manual,8322
2012,1.6,55532,Electric,Manual,10189
2017,3.8,213119,Hybrid,Automatic,11237
2011,1.1,126234,Hybrid,Automatic,8475
2022,1.7,211633,Petrol,Semi-Automatic,8167
2019,2.5,89607,Petrol,Semi-Automatic,10507
2014,3.0,143777,Diesel,Manual,8424
2000,4.4,145958,Electric,Manual,7580
2019,3.6,71871,Hybrid,Automatic,14462
2016,4.6,113169,Diesel,Semi-Automatic,11236
2016,1.9,81638,Hybrid,Automatic,11667
2014,1.3,256054,Diesel,Semi-Automatic,4478
2004,4.5,178984,Hybrid,Automatic,8720
2009,3.4,234001,Diesel,Manual,5519
2013,4.1,229219,Electric,Semi-Automatic,9515
2006,3.9,102807,Diesel,Automatic,9243
2004,2.5,158888,Petrol,Automatic,6122
2022,3.5,246762,Diesel,Semi-Automatic,9264
2000,4.2,153301,Diesel,Manual,5233
2001,4.4,270519,Diesel,Semi-Automatic,3389
2011,3.2,170508,Electric,Semi-Automatic,9189
2008,4.5,146621,Diesel,Manual,8067
2010,3.3,81955,Diesel,Manual,8760
2019,1.8,218904,Petrol,Automatic,8721
2015,3.2,113979,Hybrid,Semi-Automatic,10520
2022,3.6,92022,Hybrid,Automatic,14959
2013,3.0,254347,Hybrid,Manual,6913
2010,4.3,51893,Electric,Automatic,13862
2000,1.1,126235,Electric,Automatic,6175
2001,1.0,175506,Electric,Semi-Automatic,3889
2004,2.1,211397,Petrol,Semi-Automatic,3172
2005,3.5,41440,Petrol,Manual,8271
2016,3.9,182656,Petrol,Semi-Automatic,9146
2010,2.6,101481,Electric,Manual,9670
2016,1.3,126279,Electric,Manual,9674
2001,1.5,212006,Hybrid,Semi-Automatic,2659
2007,3.0,286425,Electric,Automatic,6971
2006,2.0,73969,Electric,Manual,8420
2004,2.0,29136,Petrol,Automatic,8217
2003,1.1,80354,Electric,Manual,6492
2006,2.5,172054,Hybrid,Semi-Automatic,5958
2012,2.8,173252,Electric,Automatic,10534
2009,2.9,111900,Petrol,Manual,7462
2001,1.9,91289,Diesel,Automatic,5974
2023,2.7,92615,Electric,Semi-Automatic,13847
2012,4.8,263129,Hybrid,Semi-Automatic,8237
2022,2.6,90981,Electric,Automatic,14980
2020,1.5,201213,Petrol,Automatic,9075
2001,3.5,89104,Petrol,Manual,6117
2000,2.7,109892,Hybrid,Automatic,7102
2000,3.2,1424,Hybrid,Automatic,9771
2016,4.8,181897,Diesel,Semi-Automatic,10062
2018,1.6,196919,Petrol,Semi-Automatic,7161
2011,3.5,206623,Diesel,Manual,6767
2019,2.7,208650,Electric,Automatic,11827
2004,2.0,189384,Petrol,Semi-Automatic,3512
2004,3.0,27703,Hybrid,Manual,8745
2012,2.6,200050,Hybrid,Semi-Automatic,7299
2000,2.0,256374,Electric,Automatic,4472
2012,3.0,124932,Electric,Automatic,11701
2019,3.3,296036,Electric,Automatic,10679
2010,4.0,132847,Petrol,Semi-Automatic,8443
2000,3.6,83240,Hybrid,Semi-Automatic,7035
2012,3.9,170913,Diesel,Semi-Automatic,8181
2010,4.1,59372,Electric,Manual,12012
2015,4.4,9382,Diesel,Manual,12812
2005,3.5,46360,Petrol,Automatic,9672
2000,3.8,126129,Electric,Semi-Automatic,7377
2019,1.6,61497,Hybrid,Automatic,12670
2023,1.3,154823,Hybrid,Manual,10203
2020,1.0,191019,Diesel,Manual,7279
2005,3.2,165446,Electric,Automatic,8991
2013,1.5,129450,Hybrid,Automatic,9411
2011,4.1,40188,Petrol,Semi-Automatic,10696
2007,4.1,237383,Electric,Manual,7552
2008,1.1,120058,Electric,Manual,7198
2020,1.4,218769,Electric,Manual,9124
2004,4.7,285148,Petrol,Manual,4297
2021,4.1,103502,Electric,Semi-Automatic,14429
2021,3.3,269307,Diesel,Automatic,9813
2015,4.8,169599,Diesel,Manual,10008
2018,2.7,154589,Hybrid,Semi-Automatic,10108
2013,2.9,111790,Hybrid,Automatic,11164
2008,1.4,66730,Hybrid,Manual,7565
2002,3.2,243581,Diesel,Manual,3028
2008,1.1,148643,Electric,Semi-Automatic,6627
2002,4.4,192489,Petrol,Semi-Automatic,5250
2018,1.6,21524,Hybrid,Semi-Automatic,11669
2008,2.3,204121,Hybrid,Automatic,7217
2019,2.2,56754,Petrol,Manual,10864
2019,4.5,138977,Diesel,Automatic,13020
2020,2.0,64810,Electric,Semi-Automatic,12803
2021,2.5,151011,Electric,Automatic,13379
2009,4.4,71046,Hybrid,Manual,10779
2000,3.5,178868,Hybrid,Automatic,6522
2005,3.8,175368,Hybrid,Automatic,8392
2015,1.3,112570,Hybrid,Semi-Automatic,8648
2022,3.6,153964,Electric,Semi-Automatic,13220
2001,3.2,255709,Petrol,Semi-Automatic,2485
2023,4.1,209321,Petrol,Automatic,12413
2009,2.1,244561,Electric,Manual,6008
2007,4.9,84273,Petrol,Semi-Automatic,9414
2016,2.4,59501,Petrol,Semi-Automatic,10109
2018,3.5,34705,Electric,Semi-Automatic,14305
2023,1.3,229158,Diesel,Manual,7716
2008,4.1,90408,Petrol,Manual,8791
2002,1.2,128977,Electric,Semi-Automatic,5320
2009,1.0,122795,Diesel,Semi-Automatic,5344
2022,2.7,237252,Diesel,Manual,8654
2016,4.9,101076,Hybrid,Automatic,14278
2022,3.6,169615,Hybrid,Automatic,13407
2012,1.4,287514,Electric,Manual,5349
2017,4.8,261093,Petrol,Automatic,10278
2021,4.2,10841,Electric,Manual,16383
2014,2.1,215637,Electric,Semi-Automatic,8087
2011,1.6,46915,Diesel,Semi-Automatic,8061
2015,3.7,89557,Petrol,Automatic,12008
2017,1.6,38658,Diesel,Automatic,11526
2023,3.1,31674,Electric,Manual,15466
2008,1.5,81677,Hybrid,Automatic,8866
2001,3.5,141361,Diesel,Automatic,6572
2020,1.8,224124,Diesel,Automatic,8917
2019,3.5,126381,Electric,Semi-Automatic,12772
2022,4.6,298286,Electric,Manual,11334
2003,2.2,133304,Diesel,Semi-Automatic,4533
2007,2.7,141569,Hybrid,Automatic,8568
2013,1.6,75338,Petrol,Semi-Automatic,8093
2015,1.1,128408,Diesel,Semi-Automatic,7131
2016,1.7,241003,Petrol,Manual,5779
2002,3.8,63557,Petrol,Automatic,8728
2021,4.4,141878,Electric,Semi-Automatic,13962
2000,2.6,127278,Petrol,Automatic,5654
2010,2.5,250313,Diesel,Semi-Automatic,4593
2010,2.3,89390,Electric,Manual,9612
2011,4.0,114697,Electric,Automatic,12606
2001,2.4,73832,Hybrid,Automatic,7823
2011,1.5,139296,Diesel,Semi-Automatic,6114
2003,2.4,184934,Hybrid,Manual,4701
2017,2.5,71606,Petrol,Automatic,11767
2017,4.2,165656,Petrol,Automatic,11586
2007,3.8,133298,Diesel,Manual,7334
2017,3.5,202844,Diesel,Manual,8643
2011,2.4,236749,Electric,Semi-Automatic,7065
2010,4.6,50227,Diesel,Manual,10695
2001,2.4,158652,Electric,Manual,5626
2022,4.1,141625,Diesel,Manual,11967
2004,1.2,129209,Diesel,Automatic,5415
2002,1.2,118168,Electric,Manual,5536
2008,3.1,291415,Petrol,Manual,3771
2016,4.6,48115,Diesel,Semi-Automatic,12537
2008,2.6,272771,Diesel,Manual,3644
2023,3.7,175895,Diesel,Manual,11182
2016,1.7,285078,Electric,Manual,6898
2021,4.9,256022,Electric,Manual,12179
2004,4.6,35520,Diesel,Semi-Automatic,9189
2008,4.0,237702,Electric,Manual,7745
2001,3.8,141448,Petrol,Manual,5371
2003,2.1,178043,Petrol,Manual,3539
2011,4.1,115564,Hybrid,Manual,10188
2019,4.5,261055,Hybrid,Automatic,11578
2021,1.4,260797,Hybrid,Manual,7584
2015,2.6,113253,Petrol,Automatic,10434
2014,4.4,103694,Electric,Manual,12626
2020,1.8,82553,Electric,Automatic,13748
2021,1.0,263836,Petrol,Semi-Automatic,6123
2016,3.1,75358,Petrol,Automatic,11992
2009,2.2,97278,Diesel,Manual,7054
2015,3.3,124543,Electric,Manual,11409
2018,1.1,259314,Petrol,Automatic,6913
2017,4.1,298555,Electric,Manual,9328
2013,1.3,133708,Hybrid,Manual,7625
2023,2.2,271751,Electric,Semi-Automatic,9764
2010,4.6,279587,Electric,Semi-Automatic,8108
2006,4.3,254929,Hybrid,Automatic,7601
2015,2.7,59311,Electric,Automatic,13613
2006,2.9,207765,Diesel,Semi-Automatic,4644
2011,4.5,29887,Hybrid,Semi-Automatic,12302
2021,4.5,97705,Diesel,Manual,12945
2003,4.8,134587,Diesel,Semi-Automatic,7108
2018,2.8,293291,Hybrid,Manual,7434
2015,4.3,109966,Electric,Semi-Automatic,12700
2021,1.0,226314,Electric,Manual,8873
2023,3.1,259026,Diesel,Automatic,10419
2022,4.5,253634,Diesel,Semi-Automatic,10127
2022,2.2,120004,Hybrid,Manual,11499
2017,2.5,225526,Electric,Semi-Automatic,9189
2000,3.7,247523,Petrol,Automatic,4349
2019,2.3,29218,Electric,Semi-Automatic,13515
2009,2.4,17928,Hybrid,Manual,9841
2016,4.2,219739,Diesel,Manual,8705
2022,3.5,163972,Electric,Automatic,14420
2003,2.3,132667,Petrol,Automatic,6146
2007,2.7,29157,Petrol,Automatic,9816
2019,4.9,227405,Petrol,Manual,10151
2008,4.2,23797,Hybrid,Automatic,12724
2023,2.6,261742,Hybrid,Automatic,10865
2015,1.4,23534,Hybrid,Semi-Automatic,10529
2023,1.6,189772,Hybrid,Automatic,11304
2008,3.0,121774,Hybrid,Manual,8064
2001,4.9,168068,Diesel,Automatic,7438
2013,1.6,297002,Hybrid,Manual,4659
2017,1.9,117468,Hybrid,Automatic,11250
2015,3.8,211545,Petrol,Semi-Automatic,8169
2014,4.2,288436,Electric,Semi-Automatic,8731
2018,4.4,114684,Diesel,Manual,11606
2022,4.6,142869,Hybrid,Manual,13442
2001,3.2,248129,Diesel,Automatic,4137
2013,4.6,181417,Electric,Automatic,12471
2019,2.1,31024,Hybrid,Automatic,13779
2023,1.0,108139,Petrol,Automatic,11337
2023,2.8,211895,Diesel,Manual,9562
2010,3.6,165807,Diesel,Automatic,8883
2021,3.6,49144,Petrol,Manual,13017
2022,3.6,285033,Petrol,Manual,8599
2009,3.7,204116,Diesel,Semi-Automatic,6417
2011,4.0,148122,Hybrid,Semi-Automatic,9437
2021,3.3,48794,Hybrid,Automatic,15224
2004,4.3,1468,Hybrid,Semi-Automatic,10570
2018,4.1,250214,Diesel,Automatic,10095
2000,3.8,198579,Hybrid,Semi-Automatic,4928
2014,1.9,8606,Hybrid,Manual,11027
2009,2.7,190357,Diesel,Manual,5692
2020,1.4,22948,Electric,Semi-Automatic,13041
2014,2.9,99602,Hybrid,Automatic,11707
2008,2.4,297184,Diesel,Manual,2956
2022,1.5,167423,Diesel,Manual,8851
2014,4.6,167413,Electric,Semi-Automatic,11551
2023,2.0,167629,Diesel,Automatic,11147
2002,1.2,135449,Diesel,Manual,3191
2010,4.3,263113,Petrol,Semi-Automatic,6137
2007,1.6,8250,Diesel,Automatic,9135
2017,4.9,240222,Electric,Semi-Automatic,11295
2004,1.7,136830,Hybrid,Semi-Automatic,5263
2006,2.6,205832,Electric,Semi-Automatic,6383
2001,3.2,157182,Electric,Manual,6456
2005,1.2,166820,Electric,Automatic,6963
2000,3.6,232094,Electric,Automatic,6558
2017,4.6,250034,Electric,Automatic,12299
2020,4.0,151346,Diesel,Automatic,12573
2014,2.7,130418,Electric,Automatic,11891
2011,1.4,166927,Petrol,Semi-Automatic,5461
2021,2.7,231281,Hybrid,Automatic,10974
2018,2.9,19860,Hybrid,Manual,13002
2008,2.3,100144,Hybrid,Automatic,9297
2001,4.2,160095,Petrol,Manual,5398
2017,2.6,117587,Electric,Automatic,12948
2005,1.0,33013,Diesel,Semi-Automatic,5939
2021,4.9,106965,Diesel,Automatic,14660
2003,1.8,152446,Petrol,Automatic,5251
2010,4.5,50328,Petrol,Semi-Automatic,10593
2016,2.0,234734,Diesel,Semi-Automatic,6205
2009,1.9,273001,Electric,Manual,5239
2020,3.3,203134,Hybrid,Semi-Automatic,10337
2002,4.1,122406,Hybrid,Manual,7351
2005,2.5,175563,Hybrid,Automatic,7088
2008,1.1,89304,Electric,Semi-Automatic,7813
2004,3.6,258034,Hybrid,Automatic,6239
2014,1.3,120033,Diesel,Automatic,8699
2006,4.2,6007,Diesel,Semi-Automatic,9979
2014,4.8,184138,Petrol,Automatic,10917
2005,1.3,234518,Diesel,Automatic,3709
2015,2.1,282541,Diesel,Manual,5049
2020,1.3,100488,Hybrid,Automatic,11890
2001,2.2,68178,Diesel,Semi-Automatic,5236
2018,4.1,151138,Petrol,Manual,10577
2002,3.3,159436,Hybrid,Semi-Automatic,5811
2008,3.9,282354,Electric,Semi-Automatic,6752
2016,3.6,104867,Electric,Semi-Automatic,12402
2007,1.8,54751,Diesel,Manual,6904
2014,4.3,231270,Electric,Automatic,11474
2022,2.3,272342,Hybrid,Manual,8553
2010,2.7,147775,Diesel,Semi-Automatic,6844
2023,1.0,136461,Hybrid,Automatic,11770
2021,4.8,262444,Diesel,Semi-Automatic,9951
2009,3.0,230536,Diesel,Semi-Automatic,5189
2006,2.1,219324,Hybrid,Manual,4613
2004,1.5,27269,Electric,Manual,8254
2015,1.1,109317,Petrol,Semi-Automatic,7513
2000,1.4,298968,Electric,Semi-Automatic,2000
2014,2.2,113037,Hybrid,Manual,9239
2021,3.5,240581,Electric,Manual,11088
2011,2.9,129776,Diesel,Automatic,9204
2007,2.0,109453,Electric,Semi-Automatic,8010
2013,3.9,36738,Electric,Automatic,14665
2014,3.6,193268,Diesel,Manual,8034
2019,4.1,181617,Diesel,Semi-Automatic,10267
2007,1.6,88320,Petrol,Automatic,7533
2017,4.0,229856,Petrol,Automatic,10102
2004,1.8,119745,Petrol,Automatic,6205
2004,1.2,132112,Electric,Semi-Automatic,5857
2005,4.3,179568,Diesel,Automatic,7808
2023,1.6,112043,Diesel,Automatic,11859
2002,2.2,51457,Hybrid,Automatic,8370
2003,1.6,121133,Hybrid,Manual,5177
2004,4.4,137461,Diesel,Semi-Automatic,6950
2006,1.9,189664,Diesel,Semi-Automatic,4006
2018,4.2,57590,Petrol,Automatic,14048
2013,2.0,57287,Diesel,Manual,8854
2006,4.0,25900,Diesel,Automatic,10882
2015,3.1,203562,Petrol,Semi-Automatic,7628
2009,2.1,141534,Electric,Semi-Automatic,8069
2004,2.6,272288,Hybrid,Manual,3454
2012,1.0,207163,Diesel,Manual,4556
2015,4.6,116791,Hybrid,Automatic,13364
2017,1.1,284501,Electric,Semi-Automatic,6609
2016,4.9,118813,Electric,Automatic,14923
2020,4.6,184309,Petrol,Automatic,12513
2017,2.0,10721,Diesel,Semi-Automatic,10985
2014,3.6,141452,Petrol,Manual,9070
2010,2.4,291045,Electric,Semi-Automatic,5679
2003,2.9,182498,Petrol,Semi-Automatic,4250
2022,1.7,130630,Diesel,Automatic,11287
2023,2.9,209776,Diesel,Semi-Automatic,9704
2021,4.5,166297,Electric,Manual,13574
2014,3.6,144755,Hybrid,Automatic,11504
2008,2.4,10501,Diesel,Automatic,10189
2023,2.9,116400,Petrol,Semi-Automatic,11572
2021,2.0,193207,Electric,Manual,10535
2000,2.5,224322,Petrol,Manual,2113
2019,2.2,83009,Electric,Manual,12339
2018,2.4,229468,Hybrid,Automatic,9810
2005,1.0,217030,Electric,Manual,4259
2001,2.0,116633,Petrol,Automatic,5567
2001,4.6,281996,Petrol,Manual,3360
2016,3.5,249659,Electric,Semi-Automatic,9406
2002,4.8,234282,Petrol,Semi-Automatic,4814
2021,1.1,251430,Hybrid,Semi-Automatic,7471
2016,4.3,299754,Petrol,Semi-Automatic,7204
2003,4.0,264192,Electric,Semi-Automatic,5716
2022,1.9,6260,Hybrid,Manual,13474
2003,2.3,120658,Petrol,Semi-Automatic,4886
2012,2.5,267628,Diesel,Manual,4847
2016,1.5,6248,Electric,Semi-Automatic,12275
2020,3.6,29521,Diesel,Automatic,14609
2018,1.2,237046,Diesel,Automatic,7459
2005,1.3,98813,Petrol,Semi-Automatic,4923
2000,2.0,151821,Diesel,Manual,3063
2001,3.5,251686,Hybrid,Manual,3866
2022,3.2,207165,Electric,Automatic,13256
2021,1.4,126699,Electric,Automatic,12766
2010,3.8,146879,Diesel,Manual,7962
2019,1.3,209699,Electric,Manual,8906
2010,2.4,126169,Hybrid,Automatic,9476
2006,3.9,214980,Diesel,Semi-Automatic,5500
2008,3.6,178809,Hybrid,Manual,7523
2020,3.3,95581,Electric,Automatic,14988
2001,2.0,144439,Electric,Semi-Automatic,5511
2010,4.6,59267,Petrol,Manual,10514
2017,4.6,233357,Petrol,Automatic,10632
2002,3.6,56722,Diesel,Semi-Automatic,7165
2003,2.8,201488,Electric,Automatic,7270
2022,4.1,225670,Electric,Semi-Automatic,12286
2012,1.8,267150,Electric,Automatic,7657
2019,4.5,244818,Petrol,Automatic,10903
2011,4.0,178485,Petrol,Manual,7830
2002,2.6,219752,Hybrid,Semi-Automatic,3904
2006,4.6,99528,Petrol,Manual,8509
2008,2.0,31438,Hybrid,Manual,8871
2002,1.2,148740,Petrol,Automatic,4425
2000,3.8,18836,Diesel,Automatic,9023
2002,2.8,211794,Electric,Automatic,6764
2001,4.3,201932,Electric,Manual,6661
2005,2.7,124590,Petrol,Manual,5808
2017,4.8,187136,Hybrid,Semi-Automatic,11257
2020,4.6,130431,Electric,Automatic,15591
2023,2.2,124452,Diesel,Automatic,12210
2001,2.7,292575,Hybrid,Automatic,3748
2016,1.2,5659,Hybrid,Semi-Automatic,10986
2006,1.3,276465,Petrol,Automatic,3170
2018,3.4,225654,Electric,Automatic,11886
2016,3.1,59765,Diesel,Automatic,12304
2014,2.9,105427,Diesel,Manual,9091
2005,3.7,115844,Petrol,Semi-Automatic,6983
2006,1.8,290915,Petrol,Automatic,3381
2014,4.5,162543,Hybrid,Manual,10549
2018,4.1,186690,Electric,Automatic,13366
2018,4.9,126701,Petrol,Automatic,13365
2015,3.8,244038,Diesel,Manual,7519
2003,3.7,148815,Petrol,Semi-Automatic,5723
2020,4.1,8111,Electric,Manual,16037
2022,1.4,232385,Hybrid,Semi-Automatic,8452
2017,3.7,86463,Electric,Manual,13170
2005,4.2,116904,Hybrid,Manual,8461
2018,4.8,58612,Petrol,Semi-Automatic,13127
2011,3.1,132448,Diesel,Manual,7851
2021,3.5,244748,Diesel,Automatic,10505
2003,2.7,150497,Diesel,Manual,4690
2016,2.2,287720,Diesel,Semi-Automatic,5345
2003,2.9,32266,Electric,Manual,9254
2007,4.6,86931,Hybrid,Automatic,11561
2005,4.6,66725,Diesel,Automatic,10365
2005,4.1,85536,Hybrid,Manual,8989
2019,1.0,33680,Electric,Manual,12126
2016,1.0,152865,Diesel,Manual,6842
2004,3.6,2810,Hybrid,Automatic,11343
2010,2.0,212019,Hybrid,Automatic,7359
2009,1.2,165992,Petrol,Manual,4680
2012,4.5,112693,Diesel,Semi-Automatic,9946
2001,1.0,4557,Petrol,Semi-Automatic,5308
2021,1.9,29518,Petrol,Manual,11709
2016,4.5,179925,Electric,Automatic,13301
2023,4.8,209679,Hybrid,Semi-Automatic,12606
2022,1.3,239136,Hybrid,Semi-Automatic,8217
2021,3.6,171034,Petrol,Manual,10579
2001,5.0,255834,Hybrid,Semi-Automatic,5283
2000,4.5,179413,Petrol,Manual,5011
2012,4.3,24069,Diesel,Manual,11518
2017,1.3,1622,Hybrid,Semi-Automatic,11467
2016,2.8,285357,Petrol,Semi-Automatic,5992
2016,2.1,5834,Petrol,Semi-Automatic,10883
2007,3.7,298099,Electric,Manual,5938
2021,4.1,73569,Hybrid,Automatic,15528
2008,2.4,32723,Petrol,Manual,8245
2006,1.4,227710,Petrol,Semi-Automatic,2745
2001,1.4,144406,Electric,Semi-Automatic,4911
2009,2.5,271667,Electric,Manual,5866
